id,marital-status,occupation,relationship,race,gender
25212, Divorced, Prof-specialty, Unmarried, White, Male
25213, Married-civ-spouse, Adm-clerical, Husband, White, Male
25214, Never-married, Prof-specialty, Not-in-family, White, Female
25215, Never-married, Adm-clerical, Own-child, White, Female
25216, Married-civ-spouse, Prof-specialty, Husband, White, Male
25217, Never-married, ?, Own-child, White, Female
25218, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female
25219, Never-married, Transport-moving, Own-child, White, Male
25220, Married-civ-spouse, Adm-clerical, Husband, White, Male
25221, Married-civ-spouse, Transport-moving, Other-relative, White, Male
25222, Divorced, Adm-clerical, Unmarried, White, Female
25223, Married-civ-spouse, Craft-repair, Husband, White, Male
25224, Never-married, Farming-fishing, Not-in-family, White, Male
25225, Divorced, Exec-managerial, Not-in-family, Black, Female
25226, Divorced, ?, Not-in-family, White, Female
25227, Divorced, Exec-managerial, Not-in-family, White, Female
25228, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female
25229, Never-married, Adm-clerical, Own-child, White, Female
25230, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
25231, Separated, Prof-specialty, Not-in-family, White, Male
25232, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female
25233, Never-married, Transport-moving, Not-in-family, White, Male
25234, Divorced, Tech-support, Own-child, White, Male
25235, Never-married, Farming-fishing, Own-child, White, Male
25236, Divorced, Transport-moving, Unmarried, White, Male
25237, Married-civ-spouse, Adm-clerical, Wife, Black, Female
25238, Never-married, Adm-clerical, Not-in-family, White, Female
25239, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female
25240, Never-married, Craft-repair, Own-child, White, Male
25241, Never-married, Transport-moving, Unmarried, White, Male
25242, Never-married, Sales, Not-in-family, White, Male
25243, Married-civ-spouse, Craft-repair, Husband, White, Male
25244, Married-civ-spouse, Prof-specialty, Husband, White, Male
25245, Never-married, Craft-repair, Not-in-family, White, Male
25246, Married-civ-spouse, Protective-serv, Husband, White, Male
25247, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
25248, Never-married, Sales, Not-in-family, White, Female
25249, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female
25250, Married-civ-spouse, Exec-managerial, Wife, White, Female
25251, Married-civ-spouse, Craft-repair, Husband, White, Male
25252, Never-married, Prof-specialty, Not-in-family, White, Female
25253, Never-married, Transport-moving, Unmarried, Black, Male
25254, Divorced, Sales, Own-child, White, Male
25255, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Female
25256, Married-civ-spouse, Exec-managerial, Wife, White, Female
25257, Widowed, Exec-managerial, Unmarried, White, Female
25258, Married-civ-spouse, Other-service, Husband, Black, Male
25259, Never-married, Sales, Own-child, Asian-Pac-Islander, Male
25260, Married-civ-spouse, Exec-managerial, Husband, White, Male
25261, Divorced, Sales, Not-in-family, White, Male
25262, Married-civ-spouse, Prof-specialty, Husband, White, Male
25263, Married-civ-spouse, Craft-repair, Husband, White, Male
25264, Never-married, Tech-support, Not-in-family, Black, Male
25265, Divorced, Adm-clerical, Unmarried, White, Female
25266, Never-married, Adm-clerical, Own-child, White, Female
25267, Married-civ-spouse, ?, Husband, White, Male
25268, Married-civ-spouse, Craft-repair, Husband, White, Male
25269, Never-married, Handlers-cleaners, Own-child, White, Male
25270, Married-civ-spouse, Craft-repair, Husband, White, Male
25271, Widowed, ?, Not-in-family, White, Female
25272, Married-civ-spouse, Prof-specialty, Husband, White, Male
25273, Married-civ-spouse, Prof-specialty, Wife, White, Female
25274, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
25275, Married-civ-spouse, Prof-specialty, Husband, White, Male
25276, Married-civ-spouse, Craft-repair, Husband, White, Male
25277, Never-married, Handlers-cleaners, Unmarried, Black, Male
25278, Married-civ-spouse, Adm-clerical, Husband, White, Male
25279, Married-civ-spouse, Transport-moving, Husband, Black, Male
25280, Married-civ-spouse, Other-service, Husband, White, Male
25281, Married-civ-spouse, Craft-repair, Husband, White, Male
25282, Never-married, Prof-specialty, Not-in-family, White, Male
25283, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
25284, Married-civ-spouse, Exec-managerial, Husband, White, Male
25285, Married-civ-spouse, Tech-support, Husband, White, Male
25286, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male
25287, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
25288, Never-married, Prof-specialty, Not-in-family, White, Female
25289, Married-civ-spouse, Exec-managerial, Husband, White, Male
25290, Separated, Other-service, Unmarried, White, Female
25291, Divorced, Prof-specialty, Not-in-family, White, Male
25292, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
25293, Never-married, Other-service, Own-child, White, Female
25294, Divorced, Exec-managerial, Not-in-family, White, Male
25295, Never-married, Exec-managerial, Own-child, White, Male
25296, Divorced, ?, Unmarried, White, Female
25297, Married-civ-spouse, Exec-managerial, Husband, White, Male
25298, Widowed, Adm-clerical, Not-in-family, White, Female
25299, Divorced, Other-service, Unmarried, White, Female
25300, Married-civ-spouse, Craft-repair, Husband, White, Male
25301, Never-married, Handlers-cleaners, Own-child, Black, Male
25302, Married-civ-spouse, Exec-managerial, Husband, White, Male
25303, Married-civ-spouse, Craft-repair, Husband, White, Male
25304, Separated, ?, Not-in-family, White, Female
25305, Divorced, Exec-managerial, Not-in-family, White, Male
25306, Widowed, Adm-clerical, Not-in-family, White, Female
25307, Married-civ-spouse, Exec-managerial, Husband, White, Male
25308, Separated, Adm-clerical, Unmarried, Black, Female
25309, Never-married, Prof-specialty, Own-child, White, Male
25310, Divorced, Exec-managerial, Not-in-family, White, Female
25311, Divorced, Adm-clerical, Own-child, White, Female
25312, Never-married, Prof-specialty, Unmarried, White, Male
25313, Married-civ-spouse, Prof-specialty, Husband, White, Male
25314, Married-civ-spouse, Prof-specialty, Husband, White, Male
25315, Divorced, Machine-op-inspct, Not-in-family, White, Male
25316, Married-civ-spouse, Prof-specialty, Husband, White, Male
25317, Divorced, Transport-moving, Not-in-family, White, Male
25318, Never-married, Handlers-cleaners, Not-in-family, White, Male
25319, Married-civ-spouse, Exec-managerial, Husband, White, Male
25320, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female
25321, Married-civ-spouse, Sales, Husband, White, Male
25322, Married-civ-spouse, ?, Husband, White, Male
25323, Never-married, Craft-repair, Own-child, Black, Male
25324, Married-civ-spouse, Exec-managerial, Wife, White, Female
25325, Married-civ-spouse, Other-service, Wife, White, Female
25326, Never-married, Other-service, Own-child, White, Male
25327, Separated, Other-service, Not-in-family, Black, Female
25328, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
25329, Never-married, Other-service, Not-in-family, White, Male
25330, Married-civ-spouse, Transport-moving, Husband, White, Male
25331, Never-married, Prof-specialty, Not-in-family, White, Female
25332, Married-civ-spouse, Farming-fishing, Husband, White, Male
25333, Married-civ-spouse, Exec-managerial, Husband, White, Male
25334, Separated, Craft-repair, Unmarried, Black, Male
25335, Never-married, Other-service, Own-child, Black, Male
25336, Married-civ-spouse, Sales, Husband, White, Male
25337, Married-civ-spouse, Adm-clerical, Husband, White, Male
25338, Married-civ-spouse, Sales, Husband, White, Male
25339, Divorced, Adm-clerical, Not-in-family, White, Female
25340, Never-married, Sales, Unmarried, White, Male
25341, Never-married, Adm-clerical, Own-child, White, Female
25342, Married-civ-spouse, Craft-repair, Husband, White, Male
25343, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
25344, Divorced, Machine-op-inspct, Unmarried, White, Female
25345, Never-married, Adm-clerical, Own-child, White, Female
25346, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
25347, Never-married, Handlers-cleaners, Not-in-family, White, Male
25348, Never-married, Farming-fishing, Own-child, White, Male
25349, Married-civ-spouse, Exec-managerial, Husband, White, Male
25350, Divorced, Machine-op-inspct, Not-in-family, White, Male
25351, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male
25352, Married-civ-spouse, Craft-repair, Husband, White, Male
25353, Widowed, Exec-managerial, Not-in-family, White, Male
25354, Never-married, Prof-specialty, Not-in-family, White, Female
25355, Never-married, Prof-specialty, Not-in-family, White, Male
25356, Divorced, Prof-specialty, Not-in-family, White, Male
25357, Married-civ-spouse, Exec-managerial, Husband, White, Male
25358, Never-married, Sales, Own-child, White, Female
25359, Married-civ-spouse, Exec-managerial, Husband, White, Male
25360, Married-civ-spouse, ?, Wife, Other, Female
25361, Married-civ-spouse, Prof-specialty, Husband, White, Male
25362, Married-civ-spouse, Craft-repair, Husband, White, Male
25363, Never-married, Craft-repair, Own-child, White, Male
25364, Never-married, Sales, Other-relative, White, Male
25365, Married-civ-spouse, Sales, Husband, White, Male
25366, Never-married, Handlers-cleaners, Not-in-family, White, Female
25367, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male
25368, Never-married, Adm-clerical, Not-in-family, White, Female
25369, Married-civ-spouse, Craft-repair, Husband, White, Male
25370, Married-civ-spouse, Sales, Husband, White, Male
25371, Married-civ-spouse, Protective-serv, Husband, Black, Male
25372, Married-civ-spouse, Craft-repair, Husband, White, Male
25373, Married-civ-spouse, Other-service, Wife, White, Female
25374, Never-married, Craft-repair, Not-in-family, White, Female
25375, Never-married, Transport-moving, Not-in-family, White, Female
25376, Never-married, Craft-repair, Own-child, White, Male
25377, Never-married, Sales, Own-child, Asian-Pac-Islander, Male
25378, Married-civ-spouse, Other-service, Other-relative, White, Male
25379, Married-civ-spouse, Exec-managerial, Husband, White, Male
25380, Divorced, Exec-managerial, Not-in-family, White, Male
25381, Widowed, Other-service, Not-in-family, White, Female
25382, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
25383, Separated, Prof-specialty, Unmarried, White, Female
25384, Never-married, Protective-serv, Not-in-family, Black, Female
25385, Never-married, Craft-repair, Own-child, White, Male
25386, Divorced, Prof-specialty, Unmarried, White, Female
25387, Married-AF-spouse, Sales, Husband, White, Male
25388, Divorced, Craft-repair, Own-child, White, Male
25389, Never-married, Transport-moving, Own-child, White, Female
25390, Never-married, Other-service, Not-in-family, White, Male
25391, Never-married, Tech-support, Own-child, White, Female
25392, Never-married, Prof-specialty, Not-in-family, White, Male
25393, Divorced, Other-service, Unmarried, Black, Female
25394, Divorced, Sales, Other-relative, White, Female
25395, Never-married, Tech-support, Not-in-family, Black, Male
25396, Married-civ-spouse, Exec-managerial, Husband, White, Male
25397, Married-civ-spouse, Craft-repair, Husband, White, Male
25398, Married-civ-spouse, ?, Husband, White, Male
25399, Never-married, Other-service, Other-relative, White, Female
25400, Married-civ-spouse, Exec-managerial, Husband, White, Male
25401, Divorced, Adm-clerical, Not-in-family, White, Female
25402, Divorced, Sales, Not-in-family, White, Female
25403, Never-married, Other-service, Not-in-family, White, Male
25404, Married-civ-spouse, Transport-moving, Husband, Black, Male
25405, Married-civ-spouse, Transport-moving, Husband, White, Male
25406, Divorced, Other-service, Not-in-family, White, Female
25407, Never-married, Craft-repair, Other-relative, White, Male
25408, Divorced, Other-service, Other-relative, White, Female
25409, Married-civ-spouse, Adm-clerical, Husband, White, Male
25410, Never-married, Other-service, Own-child, White, Male
25411, Married-civ-spouse, Other-service, Wife, White, Female
25412, Married-civ-spouse, Other-service, Wife, White, Female
25413, Divorced, Adm-clerical, Not-in-family, White, Female
25414, Married-civ-spouse, Craft-repair, Husband, White, Male
25415, Married-civ-spouse, Sales, Husband, White, Male
25416, Divorced, Transport-moving, Not-in-family, White, Male
25417, Widowed, Craft-repair, Unmarried, White, Male
25418, Never-married, ?, Not-in-family, White, Male
25419, Divorced, Handlers-cleaners, Not-in-family, White, Male
25420, Married-civ-spouse, Craft-repair, Husband, White, Male
25421, Never-married, Sales, Own-child, White, Female
25422, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male
25423, Married-civ-spouse, Craft-repair, Husband, White, Male
25424, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male
25425, Married-civ-spouse, ?, Wife, White, Female
25426, Married-civ-spouse, Exec-managerial, Husband, White, Male
25427, Widowed, Tech-support, Unmarried, White, Male
25428, Divorced, Prof-specialty, Not-in-family, White, Female
25429, Never-married, Farming-fishing, Not-in-family, White, Male
25430, Married-civ-spouse, Transport-moving, Husband, White, Male
25431, Never-married, ?, Not-in-family, White, Female
25432, Divorced, Adm-clerical, Not-in-family, White, Female
25433, Married-civ-spouse, Prof-specialty, Husband, White, Male
25434, Never-married, Exec-managerial, Not-in-family, White, Male
25435, Married-civ-spouse, Sales, Husband, White, Male
25436, Married-civ-spouse, Adm-clerical, Husband, White, Male
25437, Married-civ-spouse, Craft-repair, Husband, White, Male
25438, Married-civ-spouse, Prof-specialty, Husband, White, Male
